creation_date,job_title,country,category,salary_min,salary_max,salary_predicted,description,work_mode,skills,salary_min_raw,salary_max_raw,salary_avg,year
2025-05-19 18:10:12+00:00,Product Manager,GB,IT Jobs,60000.0,80000.0,0,"Oritain is the global leader in product verification, with locations in Auckland, Dunedin, London, Singapore and Washington D.C. Our vision is to be the source of truth in global supply chains and our mission is to harness science, technology and services to create a community of origin verified buyers and suppliers, protecting our people and planet. Sustainability isn’t just about tackling climate change; it represents a growing conscience around our actions and the impact they have on people,…",Onsite,r,60000.0,80000.0,70000.0,2025
2025-05-19 17:59:08+00:00,Senior Data Analyst,GB,IT Jobs,47840.0,47840.0,0,"Role: Senior Data Analyst Location: Enfield Civic Centre, Enfield Council EN1 3XA Start Date: 2nd June 2025 End Date: 29th August 2025 Hours: Monday to Friday, 9am to 5.30pm (36 hours per week) Pay Rate: 23.45 per hour (umbrella) Closing Date: Thursday 22nd May 2025 at 5pm We are currently recruiting for a Senior Data Analyst to join the Council Housing Asset and Data Management team at Enfield Council. This is a key role supporting the Asset Team, Capital Programme Team and Compliance Team wit…",Onsite,r,47840.0,47840.0,47840.0,2025
2025-05-19 17:58:58+00:00,Data Analyst- Higher Education,GB,Teaching Jobs,52020.0,52020.0,0,"Are you passionate about harnessing the power of data to drive meaningful insights in the higher education sector? Our client is seeking a talented Data Analyst to join their dynamic team for a temporary assignment in South Kensington. If you thrive in an analytical environment and have a knack for transforming data into actionable reports, we want to hear from you! Position Details: Hourly Rate:£25.01ph Start Date:ASAP Contract Length:6 weeks Working Pattern:Full Time (35 hours per week, Monda…",Onsite,r,52020.0,52020.0,52020.0,2025
2025-05-19 17:55:47+00:00,Data Analyst,GB,IT Jobs,47168.71,47168.71,1,"Company Description ⚡️ About Assystem At Assystem, our mission is to accelerate the energy transition worldwide. Our 7,500 Switchers operate across 12 countries, combining engineering excellence and digital innovation to deliver low-carbon infrastructure. Ranked second globally in nuclear engineering, we support the full lifecycle of complex projects through engineering, digital and project management expertise in highly regulated environments  Why Join the Community of Switchers? Join one of t…",Onsite,"excel, r",47168.71,47168.71,47168.71,2025
2025-05-19 17:55:06+00:00,Data Analyst,GB,Engineering Jobs,45369.41,45369.41,1,"Company Description ⚡️ About Assystem At Assystem, our mission is to accelerate the energy transition worldwide. With 7,500 Switchers in 12 countries, we deliver cutting-edge engineering and digital solutions to support complex infrastructure projects. Drawing on over 55 years of experience in highly regulated industries, we’re proud to be ranked second in the world for nuclear engineering, powering the move to low-carbon energy.  Why Join the Community of Switchers? Join one of the top three n…",Onsite,r,45369.41,45369.41,45369.41,2025
2025-05-19 17:53:21+00:00,Entry Level Business Analyst,GB,IT Jobs,26000.0,30000.0,0,"Are you analytical, curious, and looking to launch your career in tech and business strategy? Our client, a leader in the IT industry, is hiring an Entry Level Business Analyst to support key business transformation projects. This role offers hands-on experience, structured development, and exposure to exciting real-world challenges. Key Responsibilities: * Gather and document business and functional requirements * Support senior analysts with data analysis and reporting * Assist in aligning bu…",Onsite,r,26000.0,30000.0,28000.0,2025
2025-05-19 17:53:15+00:00,Entry Level Data Analyst,GB,IT Jobs,24000.0,29000.0,0,"Are you passionate about data and ready to turn numbers into insights? Our client, a major name in IT and technology, is looking for an Entry Level Data Analyst to join their growing analytics team. Key Responsibilities: * Collect, clean, and analyze data to support business decisions * Work on dashboards, visualizations, and reports * Identify trends and inconsistencies in datasets * Support automation and data processing initiatives * Translate business needs into data-driven insights Ideal C…",Onsite,r,24000.0,29000.0,26500.0,2025
2025-05-19 17:53:06+00:00,Entry Level Business Analyst,GB,IT Jobs,26000.0,30000.0,0,"Are you analytical, curious, and looking to launch your career in tech and business strategy? Our client, a leader in the IT industry, is hiring an Entry Level Business Analyst to support key business transformation projects. This role offers hands-on experience, structured development, and exposure to exciting real-world challenges. Key Responsibilities: * Gather and document business and functional requirements * Support senior analysts with data analysis and reporting * Assist in aligning bu…",Onsite,r,26000.0,30000.0,28000.0,2025
2025-05-19 17:53:02+00:00,Data Analyst,GB,IT Jobs,27000.0,43000.0,0,"Data Analyst Newcastle upon Tyne Permanent Excellent Benefits £43,000 Sellick Partnership are delighted to be supporting our client based in Newcastle upon Tyne to appoint a Data Analyst on a permanent basis. The Data Analyst will be responsible for delivering a high-quality analytical services, advice and support for the wider team. You will be able to identify improvement opportunities and provide guidance to support service delivery. You will be present, collate and analyse data to support i…",Onsite,"excel, r",27000.0,43000.0,35000.0,2025
2025-05-19 17:53:01+00:00,Entry Level Data Analyst,GB,IT Jobs,24000.0,29000.0,0,"Are you passionate about data and ready to turn numbers into insights? Our client, a major name in IT and technology, is looking for an Entry Level Data Analyst to join their growing analytics team. Key Responsibilities: * Collect, clean, and analyze data to support business decisions * Work on dashboards, visualizations, and reports * Identify trends and inconsistencies in datasets * Support automation and data processing initiatives * Translate business needs into data-driven insights Ideal C…",Onsite,r,24000.0,29000.0,26500.0,2025
2025-05-19 17:18:35+00:00,Trainee Data Admin,GB,IT Jobs,34902.0,34902.0,1,"Are you ready to start a new career in Data Analysis? The demand for Data Analysts has grown by 20% annually, with experienced professionals earning salaries upwards of £58,000. In today’s digital world, data is critical to business decision-making, making the role of a Data Analyst indispensable. As skills shortages continue to grow, the demand for qualified entry-level professionals is on the rise. With our Data Analytics career programme we will provide you with: 8 training modules: Excel, S…",Onsite,"excel, r",34902.0,34902.0,34902.0,2025
2025-05-19 17:18:16+00:00,Trainee Data Analyst Associate,GB,IT Jobs,39188.01,39188.01,1,"Are you ready to start a new career in Data Analysis? The demand for Data Analysts has grown by 20% annually, with experienced professionals earning salaries upwards of £58,000. In today’s digital world, data is critical to business decision-making, making the role of a Data Analyst indispensable. As skills shortages continue to grow, the demand for qualified entry-level professionals is on the rise. With our Data Analytics career programme we will provide you with: 8 training modules: Excel, S…",Onsite,"excel, r",39188.01,39188.01,39188.01,2025
2025-05-19 17:16:55+00:00,Junior Data Admin,GB,IT Jobs,32709.72,32709.72,1,"Are you ready to start a new career in Data Analysis? The demand for Data Analysts has grown by 20% annually, with experienced professionals earning salaries upwards of £58,000. In today’s digital world, data is critical to business decision-making, making the role of a Data Analyst indispensable. As skills shortages continue to grow, the demand for qualified entry-level professionals is on the rise. With our Data Analytics career programme we will provide you with: 8 training modules: Excel, S…",Onsite,"excel, r",32709.72,32709.72,32709.72,2025
2025-05-19 17:15:23+00:00,Commercial Data Analyst,GB,IT Jobs,26000.0,35000.0,0,"Commercial / Ecommerce Analyst Location: Birchwood, Warrington (fully office-based) Salary: £25,000 - £35,000  performance-related bonuses Recruiting exclusively via Axon Moore About the Company Axon Moore is proud to be partnering exclusively with a well-established and rapidly growing technology group based in Birchwood, Warrington. The business operates across multiple ecommerce and B2B channels and is a recognised name in the world of PC gaming and tech products. With a strong reputation fo…",Onsite,r,26000.0,35000.0,30500.0,2025
2025-05-19 17:15:20+00:00,Trainee Data Engineer,GB,IT Jobs,37497.13,37497.13,1,"Are you ready to start a new career in Data Analysis? The demand for Data Analysts has grown by 20% annually, with experienced professionals earning salaries upwards of £58,000. In today’s digital world, data is critical to business decision-making, making the role of a Data Analyst indispensable. As skills shortages continue to grow, the demand for qualified entry-level professionals is on the rise. With our Data Analytics career programme we will provide you with: 8 training modules: Excel, S…",Onsite,"excel, r",37497.13,37497.13,37497.13,2025
2025-05-19 17:11:50+00:00,Data Protection Analyst - 12 Month Contract,GB,IT Jobs,36329.0,36329.0,0,"We have an exciting entry level opportunity to join our Privacy Team as a Data Protection Analyst on a 12-month secondment/fixed-term contract basis. In this role you will be part of our legal function who deliver Centrica's strategy and protect Centrica's interests by enabling effective, risk-based decision making. We do this by providing expert professional advice and commercially minded insight that helps the company navigate our legal, regulatory and compliance environments. In this role yo…",Onsite,r,36329.0,36329.0,36329.0,2025
2025-05-19 17:10:47+00:00,Digital IT Manager - Remote,GB,IT Jobs,70000.0,72000.0,0,"My client is a leading Not-for-Profit organisation has a fantastic opportunity for an experienced Digital IT Manager to take ownership of the digital technology function during an exciting period of growth and transformation. This role is remote with expectations of twice month on site in their London office. You must be a max of 90 mins communicate of their office. Responsibilities: Develop and own the IT Roadmap, aligning systems with business strategy and scale Oversee the day-to-day operati…",Remote,r,70000.0,72000.0,71000.0,2025
2025-05-19 16:54:33+00:00,Finance Management Information Analyst,GB,Accounting & Finance Jobs,,80000.0,0,"Are you Part-Qualified / Finalist or Fully-Qualified (ACA / ACCA / CIMA) with experience working in a finance-based reporting role (management accounts, financial reporting, product control, tax, regulatory reporting or related Finance function)? Do you have experience of working with Business Intelligence tools (particularly PowerBI and Tableau) essential? Are you confident working with large data sets and performing data reconciliation is essential? Finance Management Information Analyst Glob…",Onsite,"r, tableau",0.0,80000.0,80000.0,2025
2025-05-19 16:12:58+00:00,Data Modeler,GB,IT Jobs,,55000.0,0,"As our next Data Modeler (known internally as Data Design Analyst), you ll analyse data requirements, design database structures and profile data to support our portfolio for change. You ll utilise database design and data governance tools to document and design data solutions in our enterprise repositories, supporting business ownership of data. You ll join a likeminded team in our Leeds-based Enterprise Data Technical Solutions function. If you ve got a solid background in database design (re…",Onsite,r,0.0,55000.0,55000.0,2025
2025-05-19 15:12:55+00:00,Data Protection Analyst - 12 Month Contract - Edinburgh,GB,IT Jobs,39878.88,39878.88,1,"We are Centrica! We’re so much more than an energy company. We’re a family of brands revolutionising a cleaner, greener future. Working here is MoreThanACareer - we’re powered by purpose. Together we can make an impact that will truly change tomorrow. Whether you’re developing cutting-edge green tech, helping customers on the front line or simplifying operations behind the scenes.Your work here isn’t just a job – it’s a mission. We all play a vital role in energising a greener, fairer future . …",Onsite,r,39878.88,39878.88,39878.88,2025
2025-05-19 14:58:24+00:00,Senior Pricing Analyst - Transformation Job Details | AZGROUPPROD,GB,Accounting & Finance Jobs,45822.85,45822.85,1,"Role Description At Allianz, we are dedicated to providing exceptional insurance solutions that meet the diverse needs of our clients. As a global leader in the industry, we foster an environment of innovation, collaboration, and professional growth. We are currently seeking a highly skilled Senior Pricing Analyst to join our Mid Corp Transformation team and contribute to our success by developing sophisticated pricing models and strategies. This will be a hybrid position based out of our Guild…",Hybrid,r,45822.85,45822.85,45822.85,2025
2025-05-19 13:15:34+00:00,Data Analyst - Professional Services,GB,IT Jobs,30000.0,35000.0,0,"Data Analyst – Global Professional Services Organisation – Manchester/Hybrid - £30,000 - £35,000 We are proud to be partnered with our client, a prestigious Global Professional Services Firm as they look to expand their real estate/workplace experience team with an analytical focused Data professional.Spanning Europe, Asia, America and the Middle East they have a workforce of more than 5,500. This role is based in their Manchester office, but you would be part of a Global analytics team. You mu…",Hybrid,r,30000.0,35000.0,32500.0,2025
2025-05-19 13:15:31+00:00,Data Governance Positions - Data Analytics & Management,GB,IT Jobs,62015.7,62015.7,1,"Multiple Data Governance Positions – Interim We are currently recruiting on behalf of a major banking client for a number of Data Governance Analysts at various corporate levels to play key roles in an ongoing Data Transformation Programme. The ideal candidate will have knowledge of Data Governance, BCBS239, ECB onboarding and Operational Risk management practices. This is a strategic opportunity for an experienced professional to contribute to the development and execution of the EMEA Data Str…",Onsite,r,62015.7,62015.7,62015.7,2025
2025-05-19 12:59:26+00:00,Data PMO Analyst,GB,IT Jobs,34209.12,34209.12,1,"Intro Paragraph At RSA, we believe insurance is about people, not things. We provide our inspiring colleagues the support and opportunity to grow together, shape the future, and win as a team. We are going through a transformation journey, providing our people with opportunity to be integral to improving our service and delivering better products to brokers and customers. We are a proud member of the Intact family, we feel part of something bigger, with a presence in North America, the UK and E…",Onsite,r,34209.12,34209.12,34209.12,2025
2025-05-19 12:48:40+00:00,"Associate, Senior Data Analyst",GB,IT Jobs,58434.64,58434.64,1,"This role sits within Preqin, a part of BlackRock. Preqin plays a key role in how we are revolutionizing private markets data and technology for clients globally, complementing our existing Aladdin technology platform to deliver investment solutions for the whole portfolio. About the team • A core part of Preqin’s growth plan is to continue building out our market leading data platform and we have scaled up an Analytics unit to accelerate this. We are seeking talented analysts to deliver data-d…",Onsite,r,58434.64,58434.64,58434.64,2025
2025-05-19 12:45:06+00:00,HR Data Management Administrator (Workday) - South East,GB,HR & Recruitment Jobs,49920.0,54080.0,0,"HR Data Management Administrator (Workday) HR Data Management Administrator (Workday) Contract (9 months) c£25 to £28 per hour (via Umbrella) Hybrid-working (x3 days in Stockley Park, Uxbridge, West London) The Opportunity: As a key member of our HR Shared Services team for a global client, you will handle critical HR transactions in Workday for the EMEA region, including promotions, compensation adjustments and job changes. We are looking for a candidate who is enthusiastic about their career …",Hybrid,r,49920.0,54080.0,52000.0,2025
2025-05-19 12:45:05+00:00,Supply Chain Intelligence Analyst,GB,IT Jobs,48349.12,48349.12,1,"Supply Chain Intelligence Analyst | Tech Ops Supply Chain | Hatfield | Hybrid (2 days office) About us: Ocado Technology is putting the world’s retailers online using the cloud, robotics, AI, and IoT. We develop the innovative software and systems that power Ocado.com, the world’s largest online-only grocery retailer as well as the global ‘Ocado Smart Platform’. With everything from websites to fully autonomous warehouses that we design in-house, our employees need to be specialists in a wide r…",Hybrid,r,48349.12,48349.12,48349.12,2025
2025-05-19 12:44:11+00:00,Data Analyst Degree Apprenticeship,GB,IT Jobs,21842.09,21842.09,1,"WHAT IS ON OFFER Alfred H Knight has an exciting opportunity for a motivated and analytical Data Analyst Apprentice to join our team. This apprenticeship will provide hands-on experience in data analysis, reporting, and business intelligence while working towards a formal qualification. You will develop the skills to collect, process, and analyse data, supporting data-driven decision-making across the organisation . ABOUT US Alfred H Knight is a totally independent, family owned business spanni…",Onsite,r,21842.09,21842.09,21842.09,2025
2025-05-19 12:43:55+00:00,Head of Data,GB,IT Jobs,45453.25,45453.25,1,"Head of Data (Full time 37 hours per week, Permanent) Location: Contractual base in Salvus House, Durham / Pearl House, Peterborough with hybrid working opportunitie s Salary: Salary will be discussed at interview, and includes a discretionary bonus potential of up to 12% of annual salary Job Level: B Reporting to: Director of Digital We want our people to have a great work-life balance and support flexible working in terms of a hybrid model and varying start and finish times in some teams wher…",Hybrid,r,45453.25,45453.25,45453.25,2025
2025-05-19 12:42:41+00:00,Carbon Data Analyst,GB,"Energy, Oil & Gas Jobs",60898.62,60898.62,1,", United Kingdom Job Family Group: Trading Jobs Worker Type: Regular Posting Start Date: May 15, 2025 Business unit: Experience Level: Experienced Professionals Job Description: The Business Integration and Assurance (BIA) team supports Shell Energy Trading - Europe & Africa (SE-EA) and The Environmental Products Trading Business (EPT). SE-EA markets and trades natural Gas and Power across Europe and Africa, and the EPT business drives the development of the Environmental Products business glob…",Onsite,r,60898.62,60898.62,60898.62,2025
2025-05-19 12:41:57+00:00,"Director, Product Design Research",GB,Creative & Design Jobs,49868.05,49868.05,1,"Description Position at Choreograph Title: Director, Design Research Location: London Reporting to: VP , Pro duct Design and VP, Product Measurement WHO WE ARE Choreograph is WPP’s global data products and technology company. We’re on a mission to transform marketing by building the fastest, most connected data platform that bridges marketing strategy to scaled activation. We work with agencies and clients to transform the value of data by bringing together technology, data, and analytics capab…",Onsite,r,49868.05,49868.05,49868.05,2025
2025-05-19 12:40:36+00:00,Data Analyst (Entry Level),GB,IT Jobs,25000.0,40000.0,0,Are you looking to kickstart your career in data? Join iO-Sphere's Data Analyst Experience Accelerator to land a job as a data analyst at a leading organisation!  Apply now to join our upcoming cohorts starting June 16th and August 18th: https://io-sphere.io/data-analytics  Why choose iO-Sphere? We run a unique training programme - the Data Analyst Experience Accelerator - that is designed to secure individuals their next career step and become a data analyst. Instead of a traditional classroom…,Onsite,r,25000.0,40000.0,32500.0,2025
2025-05-19 12:39:17+00:00,Head of Data,GB,IT Jobs,45701.7,45701.7,1,"Head of Data (Full time 37 hours per week, Permanent) Location: Contractual base in Salvus House, Durham / Pearl House, Peterborough with hybrid working opportunitie s Salary: Salary will be discussed at interview, and includes a discretionary bonus potential of up to 12% of annual salary Job Level: B Reporting to: Director of Digital We want our people to have a great work-life balance and support flexible working in terms of a hybrid model and varying start and finish times in some teams wher…",Hybrid,r,45701.7,45701.7,45701.7,2025
2025-05-19 12:39:02+00:00,Senior Analyst – Range and Geospatial Analytics,GB,IT Jobs,48279.5,48279.5,1,"Job Title: Senior Analyst – Range and Geospatial Analytics Function area: Insight and Analytics Location : Nottingham Contract : Perm Closing Date: Wednesday 21st May 2025 Recruiter: Noaman Hussain Who we are In the Space, Range and Location Analytics team within the UK’s leading pharmacy-led health and beauty retailer, we are responsible for designing, developing and delivering the data, models and insights which allow us to give our customers what they want, where and when they want it. Our a…",Onsite,r,48279.5,48279.5,48279.5,2025
2025-05-19 12:38:43+00:00,Principal Data Analytics Engineer,GB,IT Jobs,71920.68,71920.68,1,"Job Description Summary Job Description Principal Data Analytics Engineer Permanent Location: London (We believe in the power of in-person collaboration, and our hybrid model requires colleagues to be in the office a minimum of 40% of their time) Salary: A competitive salary from £69,760 - £104,640 , depending on the experience you can bring Closing date: 30th May 2025 We’re a company of ambitious, collaborative problem-solvers who get things done – we’re looking for like-minded people to join …",Hybrid,r,71920.68,71920.68,71920.68,2025
2025-05-19 12:38:30+00:00,Data Analyst - Portfolio Risk and Analytics,GB,IT Jobs,51960.06,51960.06,1,"Requirements/Qualifications: Significant experience with the Bloomberg PORT application. Minimum 3 years' experience with Bloomberg PORT, or similar Fixed Income analytical and performance applications. Expertise in fixed income risk and analytics data and how it is utilized within the investment process. Experience with BONY’s Eagle application and/or Charles River Investment Management System (CRIMS) is a plus including expertise in navigating the Charles River Manager Workbench module. Stron…",Onsite,r,51960.06,51960.06,51960.06,2025
2025-05-19 12:38:10+00:00,Principal Business Process Improvement Analyst,GB,IT Jobs,74734.48,74734.48,1,"At Medtronic you can begin a life-long career of exploration and innovation, while helping champion healthcare access and equity for all. You’ll lead with purpose, breaking down barriers to innovation in a more connected, compassionate world. A Day in the Life Would you like to work for a rapidly growing international healthcare company? Bring your talents to an industry leader in medical technology and healthcare solutions – we’re a market leader and growing every day. You have a great opportu…",Onsite,r,74734.48,74734.48,74734.48,2025
2025-05-19 12:38:03+00:00,Principal Data Engineer,GB,IT Jobs,74221.38,74221.38,1,"Job Description Summary Job Description Principal Data Engineer Permanent Location: Edinburgh or Witham (We believe in the power of in-person collaboration, and our hybrid model requires colleagues to be in the office a minimum of 40% of their time) Salary: A competitive salary from £57,600 - £86,400 , depending on the experience you can bring Closing date: 30th May 2025 We’re a company of ambitious, collaborative problem-solvers who get things done – we’re looking for like-minded people to joi…",Hybrid,r,74221.38,74221.38,74221.38,2025
2025-05-19 12:36:29+00:00,Procurement Manager,GB,Accounting & Finance Jobs,38819.0,43132.0,0,"Summary What you'll do As a Procurement Manager, you'll drive NHG's procurement strategy, ensuring the delivery of high-quality, compliant services that align with our mission to improve lives across London's communities. Your expertise will secure value-for-money contracts, manage supplier relationships, and uphold the highest standards of probity, directly contributing to our corporate success and resident well-being. How you'll do it Deliver and support procurement projects, ensuring complia…",Onsite,r,38819.0,43132.0,40975.5,2025
2025-05-19 12:34:12+00:00,Fraud Data Analyst,GB,Accounting & Finance Jobs,39026.22,39026.22,1,"Overview Shift4 (NYSE: FOUR) is boldly redefining commerce by simplifying complex payments ecosystems across the world. As the leader in commerce-enabling technology, Shift4 powers billions of transactions annually for hundreds of thousands of businesses in virtually every industry. For more information, visit www.shift4.com . Responsibilities: ● Monitor and investigate suspicious transactions, merchants, and third-party activity daily. ● Dive deep into fraud patterns across our portfolio using…",Onsite,r,39026.22,39026.22,39026.22,2025
2025-05-19 11:56:26+00:00,Data Apprentice,GB,IT Jobs,18000.0,18000.0,0,"Smiths Pets is seeking a motivated and detail-oriented Data Apprentice to join their growing team. This entry-level role offers an excellent opportunity for an individual with a passion for data to gain hands-on experience and develop their skills in a supportive and dynamic environment. As a company that puts pets and their owners at the heart of everything they do, Smiths Pets provides a unique and meaningful place to begin a data career. In this role, youll work towards yourLevel 3 Data & Bu…",Onsite,"excel, r",18000.0,18000.0,18000.0,2025
2025-05-19 11:56:26+00:00,Business Intelligence Analyst - FTC - 6 Months,GB,IT Jobs,45000.0,45000.0,0,"Data Analyst – Business Intelligence & Insights Location: Hybrid / West Midlands-based office Full-time | 6 month FTC Salary: £43,000 - £45,000 pro rata Are you passionate about turning complex data into meaningful insights that drive real business impact? An established Housing Association in the West Midlands are looking for a dynamic Data Analyst to join their growing Business Intelligence team. You'll play a key role in transforming raw data into actionable intelligence, supporting data-led…",Hybrid,r,45000.0,45000.0,45000.0,2025
2025-05-19 11:05:44+00:00,Data Analytics Analyst,GB,Accounting & Finance Jobs,45340.04,45340.04,1,"About the Role: Grade Level (for internal use): 09 The Team: Analytic Quality & Validation (AQV) is a control function of S&P Global Ratings that is responsible for assessing the ratings methodologies, models, and analyses used to assign credit ratings. The AQV team comprises both credit analysts as well as model specialists with experience in credit ratings and the capital markets more broadly. The position supports the AQV team which is global, multi-cultural, and works closely together in it…",Onsite,r,45340.04,45340.04,45340.04,2025
2025-05-19 08:39:07+00:00,Data Analyst Assessor,GB,Teaching Jobs,37224.52,37224.52,1,Job Title: Data Analyst Assessor Job ID: 07439 Location: Remote / Home Based Job Type: Permanent Salary: £45-55k Industry: Education Company: A leading End-point Assessment Organisation are looking to bring in a Data Analyst Assessor that will successfully support the readiness for EPA Gateway and conducting the End-point Assessment for apprentices completing the level 3 and level 4 Data Analyst Apprenticeship. The role will be fully remote/home based with flexible working. What the company doe…,Remote,r,37224.52,37224.52,37224.52,2025
2025-05-19 08:39:07+00:00,Data Analyst Skills Coach/Mentor- Apprenticeships Sector,GB,Teaching Jobs,40234.19,40234.19,1,"Job Title: Data Analyst Skills Coach- Apprenticeships Salary: £43,000 - £45,000 Location: Remote, with the option to work 1 day per week in Central London or Manchester (Hybrid: 4 days remote, 1 day in-office) Holiday: 25 days  bank holidays Are you an Experienced Data Analyst with a proven track record in coaching and supporting Apprenticeship learners? Join a nationally recognised, award-winning training provider with over 20 years of expertise in apprenticeships and training. Partnered with …",Remote,r,40234.19,40234.19,40234.19,2025
2025-05-19 08:39:07+00:00,Data Analyst Assessor,GB,Teaching Jobs,36723.26,36723.26,1,Job Title: Data Analyst Assessor Job ID: 07439 Location: Remote / Home Based Job Type: Permanent Salary: £45-55k Industry: Education Company: A leading End-point Assessment Organisation are looking to bring in a Data Analyst Assessor that will successfully support the readiness for EPA Gateway and conducting the End-point Assessment for apprentices completing the level 3 and level 4 Data Analyst Apprenticeship. The role will be fully remote/home based with flexible working. What the company doe…,Remote,r,36723.26,36723.26,36723.26,2025
2025-05-19 07:55:54+00:00,Reference Data Ops Analyst - Futures (Tier 1 Fund),GB,IT Jobs,60353.24,60353.24,1,"We're working with a world class global investment firm to find a skilled Reference Data Operations Analyst to join their team on a contract basis, covering a key team member's leave. This role sits within the Reference Data Product Management group and plays a critical part in ensuring the smooth daily operation of enterprise reference data systems-particularly those supporting the futures markets . This is an exciting opportunity for someone who thrives in fast-paced environments, enjoys solv…",Onsite,r,60353.24,60353.24,60353.24,2025
2025-05-19 07:52:36+00:00,Risk Analyst and Data Gatherer,GB,IT Jobs,26000.0,26000.0,0,"Apply before 11:55 pm on Monday 2nd June 2025 Location Belfast, Glasgow, Leeds, Manchester, Newcastle-upon-Tyne About the job Job summary Discover a career in your hands at HMRC. Whether you're seeking purpose, growth, or a workplace that gives you a true sense of belonging, hear from some of our employees as they share their story about what its really like to work at HMRC At HMRC we are committed to creating a great place to work for all our colleagues; an inclusive and respectful environment…",Onsite,r,26000.0,26000.0,26000.0,2025
2025-05-19 06:46:12+00:00,Data and Business Analytics Assistant Manager or Manager - Business Restructuring,GB,Accounting & Finance Jobs,39564.54,39564.54,1,"Ideas | People | Trust We’re BDO. An accountancy and business advisory firm, providing the advice and solutions businesses need to navigate today’s changing world. Our clients are Britain’s economic engine – ambitious, entrepreneurially-spirited and high‑growth businesses that fuel the economy - and the owners and management teams that lead them. We’ll broaden your horizons Our Advisory team provide a wide variety of services that deliver value-led advice and outcomes. They have an in-depth kno…",Onsite,r,39564.54,39564.54,39564.54,2025
2025-05-19 04:02:42+00:00,Risk Analyst and Data Gatherer,GB,IT Jobs,26000.0,26000.0,0,"Apply before 11:55 pm on Monday 2nd June 2025 Location Belfast, Glasgow, Leeds, Manchester, Newcastle-upon-Tyne About the job Job summary Discover a career in your hands at HMRC. Whether you're seeking purpose, growth, or a workplace that gives you a true sense of belonging, hear from some of our employees as they share their story about what its really like to work at HMRC At HMRC we are committed to creating a great place to work for all our colleagues; an inclusive and respectful environment…",Onsite,r,26000.0,26000.0,26000.0,2025
2025-05-19 04:00:55+00:00,Web Analyst,GB,"PR, Advertising & Marketing Jobs",50000.0,50000.0,0,"Web Analyst Are you a data-driven Web Analyst looking to join a high-growth Ecommerce brand? Forward Role is excited to be supporting in the search for a passionate Web Analyst. This is an exciting opportunity to play a key role in shaping digital performance for a thriving, product-led retail business with major growth plans across new product categories, digital marketing, and international markets. As a Web Analyst , you will join a newly developed and growing data function. You will the bri…",Onsite,r,50000.0,50000.0,50000.0,2025
2025-05-18 23:15:08+00:00,Senior Data Analyst - Remote position,GB,Engineering Jobs,53003.78,53003.78,1,"Motive empowers the people who run physical operations with tools to make their work safer, more productive, and more profitable. For the first time ever, safety, operations and finance teams can manage their drivers, vehicles, equipment, and fleet related spend in a single system. Combined with industry leading AI, the Motive platform gives you complete visibility and control, and significantly reduces manual workloads by automating and simplifying tasks. Motive serves more than 120,000 custom…",Onsite,r,53003.78,53003.78,53003.78,2025
2025-05-18 20:07:50+00:00,Logistics Analyst,GB,Logistics & Warehouse Jobs,28000.0,28000.0,0,"ocation: Essex (Stansted Area) Until August 2025, the employee may be based in a temporary office within the Stansted area, with a planned relocation to a new permanent office, also located in the same area. All employees could be asked to travel for business purposes. Accountability & Objectives Accountable for logistic data analyst to ensure timely shipments, cost-efficient logistics operations, and accurate inventory, stock management to budget and target, while identifying opportunities for…",Onsite,r,28000.0,28000.0,28000.0,2025
2025-05-18 18:14:44+00:00,"Head of Commercial Analytics , FI Partnerships London",GB,Sales Jobs,48847.35,48847.35,1,"Are you curious, motivated, and forward-thinking? At Worldpay you’ll have the opportunity to work on some of the most challenging and relevant issues in financial services and technology. Our talented people empower us, and we believe in being part of a team that is open, collaborative, entrepreneurial, passionate and above all fun. About the team Part of Merchant Solutions International (Worldpay), the Small-Medium Business (SMB) International team is focused on delivering payment transformati…",Onsite,r,48847.35,48847.35,48847.35,2025
2025-05-18 18:13:52+00:00,Data Architect,GB,IT Jobs,62020.49,62020.49,1,"Job Description: Dentsu is an integrated growth and transformation partner to the world’s leading organizations. Founded in 1901 in Tokyo, Japan, and now present in over 145 countries and regions, it has a proven track record of nurturing and developing innovations, combining the talents of its global network of leadership brands to develop impactful and integrated growth solutions for clients. Dentsu delivers end-to-end experience transformation (EX) by integrating its services across Media, C…",Onsite,r,62020.49,62020.49,62020.49,2025
2025-05-18 18:11:07+00:00,"Data Analytics Manager, Financial Health",GB,IT Jobs,97800.0,132300.0,0," We’re on a mission to make money work for everyone. We’re waving goodbye to the complicated and confusing ways of traditional banking. After starting as a prepaid card, our product offering has grown a lot in the last 10 years in the UK. As well as personal and business bank accounts, we offer joint accounts , accounts for 16-17 year olds , a free kids account and credit cards in the UK, with more exciting things to come beyond. Our UK customers can also save , invest and combine their pension…",Onsite,r,97800.0,132300.0,115050.0,2025
2025-05-18 18:10:54+00:00,Process Optimisation & Data Insights Analyst Intern,GB,IT Jobs,33977.23,33977.23,1,"INTL Intern - HHSIYY We’re determined to make a difference and are proud to be an insurance company that goes well beyond coverages and policies. Working here means having every opportunity to achieve your goals – and to help others accomplish theirs, too. Join our team as we help shape the future. The Process Optimization and Data Insights Analyst will support the Operational Improvement Analyst in identifying , analyzing , and optimizing business processes. This role involves a combination of…",Onsite,r,33977.23,33977.23,33977.23,2025
